name,gender
Marouane,1
Marwan,1
Mejd,1
Mejid,1
Messaoud,1
Meyssane,1
Mijad,1
Mimoun,1
Missal,1
Mebarak,1
Miloud,1
Mimoun,1
Minjad,1
Mishaal,1
Miyas,1
Moha,1
Mohamed,1
Muhammad,1
Mohcine,1
Mohssine,1
Mokadem,1
Moukadem,1
Mokhtar,1
Prénoms Musulmans Garçons,1
Safar,1
Safiy,1
Safi,1
Safir,1
Safwan,1
Safouane,1
Safouane,1
Sahab,1
Sahel,1
Sahil,1
Sahir,1
Saïd,1
Saïf,1
Saïf el islam,1
Sajed,1
Sajid,1
Saji,1
Sakha,1
Sakhri,1
Salah,1
Naoufal,1
Nasr,1
Nasrallah,1
Nasri,1
Nassam,1
Nassih,1
Nasseh,1
Nassik,1
Nassim,1
Nawaf,1
Nawfel,1
Nawwar,1
Nayel,1
Nazir,1
Nehd,1
Nehlan,1
Nessim,1
Nejmi,1
Nejm,1
Nezir,1
Nibal,1
Nidal,1
Nidal,1
Nizam,1
Noaïm,1
Noham,1
Nou'm,1
Nour,1
Noor,1
Nour eddinne,1
Noori,1
Nouri,1
Nordine,1
Noordine,1
Momene,1
Moncef,1
Mostafa,1
Moustapha,1
Mustapha,1
Mustapha,1
Mustafa,1
Mouadh,1
Mouad,1
Mouamar,1
Mouammar,1
Moubachir,1
Moubarak,1
Moubin,1
Moudrik,1
Moudafar,1
Moudhafar,1
Moufid,1
Mouhib,1
Mouflih,1
Mouhayr,1
Mouhlam,1
Mouhsine,1
Mou'izz,1
Moujab,1
Mojab,1
Moujahid,1
Moujib,1
Signification,1
Wabil,1
Wacil,1
Wadah,1
Waddah,1
Wadi,1
Wadid,1
Wadie,1
Wafi,1
Wafik,1
Wahab,1
Waheb,1
Wahhaj,1
Wahib,1
Wahib,1
Wahid,1
Wajdane,1
Wajdi,1
Wajih,1
Wakil,1
Walid,1
Waniss,1
Salahedinne,1
Salam,1
Salama,1
Saleh,1
Salem,1
Salih,1
Salim,1
Salmane,1
Salman,1
Sami,1
Samy,1
Samih,1
Samir,1
Sanad,1
Sandari,1
Saouar,1
Saquib,1
Saqr,1
Sarfan,1
Sarmad,1
Saroua,1
Sawban,1
Sayeh,1
Sayed,1
Sayid,1
Sayf Udin,1
Sayf Eddine,1
Sedid,1
Seddik,1
Prénoms Musulmans Garçons,1
Nouh,1
Nouh,1
Nowar,1
Prénoms Musulmans Garçons,1
Moukhlis,1
Mouloud,1
Mawloud,1
Moumen,1
Moumine,1
Moundir,1
Mounib,1
Mounir,1
Mounji,1
Mounjib,1
Mounjid,1
Mounsif,1
Mountasir,1
Mounsef,1
Mouqabal,1
Mourad,1
Mourid,1
Mourtada,1
Wardane,1
Wardy,1
Wassef,1
Wassem,1
Wissem,1
Wassfi,1
Wassil,1
Wassim,1
Wazine,1
Whatik,1
Whatik,1
Seffah,1
Seif,1
Sellam,1
Selim,1
Semaane,1
Selman,1
Selmane,1
Seraj,1
Serhan,1
Serhane,1
Shabab,1
Shady,1
Shafi,1
Shafik,1
Shafiq,1
Shahim,1
Shakil,1
Shamas,1
Shams Eddine,1
Chems Eddine,1
Sharif,1
Shihab,1
Shiraz,1
Sheraz,1
Sindid,1
Sirhane,1
Siraj,1
Siwan,1
Slimane,1
Smaïn,1
Sobhane,1
Sobhi,1
Sofiane,1
Signification,1
Jabalah,1
Jabal,1
Jaber,1
Jabil,1
Jabir,1
Jabrane,1
Jabrane,1
Jady,1
Jaffar,1
Jafar,1
Jahed,1
Jahid,1
Jahir,1
Jahir,1
Jalal,1
Jalel,1
Jalal Udin,1
Jalal Eddine,1
Jalil,1
Jalis,1
Jamal,1
Jamal Udin,1
Jamal Eddine,1
Jamil,1
Jamel,1
Jaouad,1
Jaoud,1
Jarah,1
Jari,1
Signification,1
Kaab,1
Kacem,1
Kada,1
Prénom algérien,1
Kadar,1
Kadari,1
Kader,1
Kadir,1
Kadoum,1
Kaddour,1
Kadour,1
Kafour,1
Kahil,1
Kaïd,1
Kaïm,1
Kalim,1
Kaliq,1
Kaïs,1
Kamal,1
Mourtadi,1
Mouslih,1
Mouslim,1
Moutahar,1
Mouatassim,1
Moutawakil,1
Mouzaffar,1
Mozhir,1
Mustaquim,1
Moustaquim,1
Mostaquim,1
Sofian,1
Soufiane,1
Sohail,1
Sohan,1
Soan,1
Soheib,1
Souhaib,1
Souheib,1
Soheyb,1
Sohil,1
Sohmane,1
Soleyman,1
Souliman,1
Souleyman,1
Soltan,1
Soultane,1
Soultane,1
Suhail,1
Prénoms Musulmans Garçons,1
Jarim,1
Jasim,1
Jasser,1
Jawad,1
Jawed,1
Jawdah,1
Jawdat,1
Jawhar,1
Jayad,1
Jazib,1
Jazil,1
Jebel,1
Jelel,1
Jalel,1
Jelil,1
Jelloul,1
Jemil,1
Jeyad,1
Jibril,1
Jihad,1
Jilali,1
Jilani,1
Jiwa,1
Jiyyed,1
Joubair,1
Joubayr,1
Joulab,1
Joudi,1
Jomala,1
Jounaid,1
Jounayd,1
Jounaidi,1
Joubayr,1
Joudan,1
Joulab,1
Kamel,1
Kamil,1
Karam,1
Karem,1
Karif,1
Karim,1
Kasib,1
Kasim,1
Kassab,1
Kassam,1
Kateb,1
Khatib,1
Kawkab,1
Kazem,1
Keyan,1
Khadim,1
Khairy,1
Khalaf,1
Khaled,1
Khalid,1
Khalil,1
Khalifah,1
Prénoms Musulmans Garçons,1
Signification,1
Signification,1
Ibady,1
Ibrahim,1
Ibriz,1
Ibsar,1
Idir,1
Prénom berbère.,1
Idriss,1
Idris,1
Ifran,1
Ihab,1
Ihsen,1
Ihssene,1
Ihmas,1
Ihsan,1
Ijlal,1
Ikbal,1
Ikhlas,1
Ikram,1
Ilhamy,1
Ilias,1
Ilyas,1
Ilyes,1
Imad,1
Imade,1
Himad,1
Imed,1
Imaad,1
Imad,1
Eddine,1
Joumala,1
Jouwad,1
Juma,1
Junaid,1
Junayd,1
Juzar,1
Juzar,1
Khalifa,1
Khalis,1
Khamis,1
Khanan,1
Khatib,1
Khidrim,1
Kinan,1
Kiyan,1
Koumaïl,1
Koumeil,1
Kounout,1
Koussam,1
Labed,1
Labib,1
Lâ'iq,1
Laïq,1
Lakdhar,1
Lablâb,1
Lâhiz,1
Lamine,1
Larbi,1
Larabi,1
Latif,1
Layin,1
Layth,1
Lika,1
Liwa,1
Lofti,1
Lu'ay,1
Luqman,1
Louqman,1
Loqman,1
Loqman,1
Loqman,1
Lotfy,1
Lufti,1
Lutayf,1
Louthayf,1
Imad,1
dine,1
imadeddine,1
Iman,1
Udin,1
Imam,1
Imran,1
Imrane,1
Imrân,1
Imtiyaz,1
In'am,1
Iqbal,1
Irchad,1
Irched,1
Irfane,1
Irfan,1
Irfân,1
Irshad,1
Ishak,1
Ishrat,1
Issam,1
Islem,1
Ismaël,1
Ismet,1
Ismat,1
Issa,1
Izmim,1
Prénoms Musulmans Garçons,1
Signification,1
Gebrane,1
Gebril,1
Jibril,1
Ghadaf,1
Ghadi,1
Ghadir,1
Ghadwan,1
Ghaffour,1
Ghaïssane,1
Ghaït,1
Ghalib,1
Ghani,1
Ghannem,1
Ghanem,1
Ghanim,1
Ghaoui,1
Ghassan,1
Ghassane,1
Ghawth,1
Ghaylan,1
Ghazal,1
Ghazi,1
Ghaziz,1
Ghiath,1
Ghenim,1
Gihed,1
Jihad,1
Ghiyath,1
Ghorane,1
Prénoms Musulmans Garçons,1
Ghoufrane,1
Signification,1
Haazir,1
Habbabe,1
Habib,1
Hachem,1
Hachid,1
Hachim,1
Hachir,1
Hachmi,1
Hacine,1
Hadi,1
Hafed,1
Hafez,1
Hafid,1
Hafif,1
Hafiz,1
Haider,1
Hajal,1
Hakim,1
Haïtham,1
Hajir,1
Hakem,1
Hakim,1
Halim,1
Hammadi,1
Hamid,1
Hamis,1
Hamim,1
Hammadi,1
Hanafi,1
Hani,1
Hanif,1
Hares,1
Haroun,1
Hatem,1
Hatim,1
Haydar,1
Haytam,1
Hayyane,1
Hazem,1
Hazim,1
Helwane,1
Hicham,1
Hichem,1
Hisham,1
Hichmat,1
Haytam,1
Houbayche,1
Houmeid,1
Houssam,1
Hosseïn,1
Husseïn,1
Housny,1
Hosni,1
Houd,1
Humam,1
Signification,1
Echik,1
Echir,1
Ecil,1
Asil,1
Ekil,1
Akil,1
Elarabi,1
Elias,1
Ilias,1
Ilies,1
Eliyacin,1
Eliassa,1
Emin,1
Amin,1
Enas,1
Erib,1
Arib,1
Equi,1
Aquil,1
Erkan,1
Esmat,1
Ismat,1
Essam,1
Issam,1
Prénoms Musulmans Garçons,1
Signification,1
Camil,1
Chabib,1
Chadheur,1
Shadr,1
Chaddad,1
Chadi,1
Shadi,1
Chadid,1
Chahdar,1
Shahdar,1
Chadli,1
Chafi,1
Chafik,1
Shafik,1
Chahed,1
Shahid,1
Chahder,1
Chahine,1
Chahir,1
Chaker,1
Chakib,1
Chalel,1
Chamekh,1
Chamikh,1
Chamil,1
Chamis,1
Chams,1
Chems,1
Chamseddine,1
Chanib,1
Charaf,1
Charef,1
Charafedine,1
Charif,1
Cherif,1
Chawal,1
Chawdeb,1
Chawki,1
Chaybane,1
Chebib,1
Shabib,1
Chehda,1
Chedid,1
Chahid,1
Chems,1
Chihab,1
Chiheb,1
Chihabeddine,1
Choukri,1
Chiheb,1
Choumays,1
Shumays,1
Prénoms Musulmans Garçons,1
Signification,1
Dahab,1
Dahy,1
Dahman,1
Daji,1
Dakwan,1
Dalham,1
Dalil,1
Daly,1
Dali,1
Danan,1
Dani,1
Dany,1
Dahoub,1
Daoud,1
Daran,1
Dari,1
Dary,1
Darine,1
Dawad,1
Dawadi,1
Dawsar,1
Dawy,1
Dayazell,1
Dhafir,1
Dhakir,1
Dhakiy,1
Dhakwan,1
Dhakwan,1
Dilham,1
Dine,1
Dirgham,1
Djafar,1
Djamel,1
Djamil,1
Djawad,1
Djaouad,1
Djelloul,1
Djibril,1
Jibril,1
Djillali,1
Driss,1
Idriss,1
Bachache,1
Bachar,1
Bachir,1
Badawi,1
Badaoui,1
Badi,1
Badil,1
Badir,1
Badr,1
Badreddine,1
Badr,1
Eddine,1
Baha,1
Eddine,1
Baha,1
Badr,1
Udin,1
Baha,1
Baher,1
Bahij,1
Bahi,1
Bahir,1
Bakir,1
Bakri,1
Baligh,1
Bandar,1
Bâqi,1
Baqir,1
Bara,1
Barak,1
Barakah,1
Bäri,1
Barir,1
Barkat,1
Bârr,1
Basel,1
Basil,1
Bassil,1
Bâsâm,1
Bassam,1
Bassem,1
Bessem,1
Bashâr,1
Bashir,1
Bassim,1
Batal,1
Bayan,1
Bechir,1
Behzad,1
Belaïd,1
Prénom berbère,1
Belhaj,1
Prénom berbère,1
Béjil,1
Bajil,1
Belkacem,1
Bijal,1
Bilal,1
Bilel,1
Bishr,1
Boualem,1
Boubacar,1
Boubakeur,1
Boujemaa,1
Boudjemaa,1
Boumedienne,1
Bourhane,1
Borhene,1
Boutrous,1
Bouziane,1
Bouzid,1
Brahim,1
Burhanudin,1
Prénoms Musulmans Garçons,1
Signification,1
Fadel,1
Fahad,1
Fahd,1
Fehd,1
Fadi,1
Fahdi,1
Fadil,1
Fadl,1
Fadlane,1
Fadwane,1
Fael,1
Faël,1
Fahd,1
Fahil,1
Fahim,1
Fahmane,1
Fahmi,1
Faisal,1
Faïd,1
Faïq,1
Faiz,1
Faïz,1
Fakher,1
Fakhri,1
Fakhry,1
Fakih,1
Falak,1
Faleh,1
Falah,1
Falih,1
Faraj,1
Fairouz,1
(Firouz) Mixte.,1
Fajr,1
Faltane,1
Faouz,1
Faraj,1
Farhane,1
Fahran,1
Fares,1
Faris,1
Farid,1
Faris,1
Fariz,1
Farouk,1
Fassih,1
Fateh,1
Faten,1
Fatin,1
Fatih,1
Fatim,1
Fatoun,1
Faudel,1
Fawwaz,1
Fawzi,1
Faycal,1
Fayad,1
Fayd,1
Fayyad,1
Fayek,1
Fawaz,1
Fawzi,1
Ferhat,1
Fethi,1
Ferhane,1
Ferqane,1
Fettah,1
Fida,1
Fikri,1
Firas,1
Fodayl,1
Faudel,1
Fodil,1
Fouad,1
Foued,1
Fourad,1
Fudail,1
name,gender
Ababil,1
Abhar,1
Abeda,1
Abia,1
Aabicha,1
Abida,1
Abir,1
Abla,1
Abouch,1
Abra,1
Abrar,1
Achika,1
Acheqa,1
Achoura,1
Achoura,1
Adeela,1
Adela,1
Adhba,1
Adiba,1
Adila,1
Adra,1
Adhraa,1
Adhria,1
Adria,1
Adina,1
Adiva,1
Adla,1
Adlae,1
Adlia,1
Adma,1
Afaf,1
Afef,1
Afaq,1
Afia,1
Afifa,1
Afia,1
Afnane,1
Aafraa,1
Afsa,1
Afsana,1
Ahdaf,1
Ahdaf,1
Ahdaf,1
Ahlam,1
Ahlem,1
Ahouaz,1
Aïcha,1
Ayacha,1
Aïchatou,1
Aïda,1
Aïna,1
Aïna,1
Aqila,1
Akic,1
Aqic,1
Alhane,1
Alaia,1
Alia,1
Alya,1
Alifa,1
Alima,1
Alina,1
Alisha,1
Aliya,1
Alya,1
Alya,1
Aaliyah,1
Alyia,1
Allyah,1
Alia,1
Alliyah,1
Alma,1
Alouane,1
Alouf,1
Alwa,1
Aloua,1
Amal,1
Amel,1
Amelle,1
Amana,1
Amane,1
Aman,1
Amani,1
Amara,1
Amaya,1
Amelia,1
Amaliya,1
Amalia,1
Ambre,1
Ambrine,1
Ameina,1
Amenis,1
(Prénom égyptien ancien),1
Amila,1
Amina,1
Aminatou,1
Amira,1
Amna,1
Amra,1
Amria,1
Andala,1
Anadile,1
Ania,1
Anida,1
Aniqa,1
Anissa,1
Anisah,1
Aneesa,1
Aouatif,1
Arifa,1
Arij,1
Arshiya,1
Arwa,1
Asalah,1
Asifa,1
Asiya,1
Asjade,1
Asmaa,1
Asma,1
Asmae,1
Asmahane,1
Asmat,1
Assia,1
Asra,1
Asrar,1
Assila,1
Atifa,1
Atefa,1
Atiqa,1
Atiqua,1
Atiya,1
Awalif,1
Awanis,1
Awatef,1
Awatif,1
Awatif,1
Ayat,1
Ayada,1
(Prénom ancien),1
Ayan,1
Ayana,1
Ayate,1
Aymen,1
Ayra,1
Azhar,1
Azima,1
Azhima,1
Aziza,1
Azeeza,1
Azmiya,1
Azmia,1
Azza,1
aadana,1
Saada,1
Saadia,1
Saamiya,1
Sabae,1
Sabah,1
Sabeha,1
Sabia,1
Sabla,1
Sadia,1
Safae,1
Saffana,1
Safia,1
Safiya,1
Safera,1
Safoua,1
Safwa,1
Sajda,1
Sahar,1
Sahira,1
Saïba,1
Sajoua,1
Sakia,1
Salam,1
Salma,1
Samaa,1
Sanae,1
Saroua,1
Sarwa,1
Sayfana,1
Sedina,1
ephora,1
Safoura,1
Shahd,1
Sirine,1
Soheila,1
Soukeina,1
Soukayna,1
Soundous,1
Sourour,1
Yenia,1
Obabe,1
Odaïba,1
Oudhayba,1
Okhowa,1
Olaya,1
Olayya,1
Nabila,1
Olfa,1
Oulfa,1
Omaya,1
Omeya,1
Omera,1
Omnia,1
Omniya,1
Ouacila,1
Ouadia,1
Ouadida,1
Ouadha,1
Ouafa,1
Ouafiqa,1
Ouafiya,1
Ouahiba,1
Ouhahida,1
Ouajida,1
Ouajiha,1
Ouajna,1
Oualaya,1
Oualiya,1
Oualida,1
Ouarda (Warda),1
Ouassama,1
Ouassima,1
Ouasma,1
Oubayda,1
Oudayna,1
Oudhouba,1
Ouajiha,1
Ouidad,1
Ouifaq,1
Ouissal,1
Oulfa,1
Oumaya,1
Nabeela,1
Nachéda,1
Nachita,1
Nacira,1
Nacera,1
Nada,1
Neda,1
Nadea,1
Nadema,1
Nadima,1
Nadera,1
Nadia,1
Nadida,1
Nadira,1
Nadiya,1
Nadjia,1
Nadjiba,1
Nadra,1
Nadwa,1
Naelle,1
Naema,1
Nafal,1
Oumayma,1
Oumaïma,1
Omayma,1
Oum Ayman,1
Oum Habiba,1
Oum Salama,1
Oumama,1
Oumniya,1
Oumsiya,1
Ounsiya,1
Ounsia,1
Oureiba,1
Ourayb,1
Ousfoura,1
Osfora,1
Oussaïma,1
Oussayma,1
Ouzouba,1
Qaïma,1
Quamar,1
Quasséma,1
Quassima,1
Quoudsia,1
Qounout,1
Kounout,1
Nafia,1
Nafisa,1
Nafissa,1
Naflah,1
Nagina,1
Nahar,1
Nahed,1
Nahra,1
Nahida,1
Nahla,1
Naïfa,1
Naïla,1
Nayla,1
Neyla,1
Naïma,1
Nayma,1
Naïm,1
Naïmallah,1
Naïmoullah,1
Najah,1
Najat,1
Najet,1
Nejah,1
Najia,1
Najiba,1
Najiya,1
Najat,1
Najwa,1
Najoua,1
Najla,1
Najlae,1
Nejla,1
Najma,1
Nedjma,1
Najmia,1
Najmiya,1
Najoua,1
Najwa,1
Najoud,1
Najya,1
Namia,1
Naoual,1
Naoura,1
Narima,1
Narjess,1
Narjis,1
Nardjess,1
Nassera,1
Nashida,1
Nashita,1
Nasira,1
Nasma,1
Nasria,1
Nasriya,1
Nassama,1
Nasseha,1
Nassiha,1
Nassera,1
Nassira,1
Nassiba,1
Nassika,1
Nassima,1
Nessima,1
Natira,1
Nathira,1
Nawal,1
Nawel,1
Nawar,1
Nawfa,1
Nawres,1
Nawras,1
Nawrae,1
Nayara,1
Nayira,1
Nayla,1
Neila,1
Neila,1
Nazaha,1
Nazema,1
Naziha,1
Nazima,1
Nazira,1
Naziya,1
Nazma,1
Nedjwa,1
Nehida,1
Nefissa,1
Nehla,1
Nejiba,1
Nejla,1
Nejma,1
Nellia,1
Nérimane,1
Nermine,1
Nesayem,1
Nesrine,1
Nasrine,1
Nissrine,1
Nessima,1
Nezha,1
Neziha,1
Nezli,1
Nibal,1
Nihal,1
Nimat,1
Nima,1
Nisrina,1
Nissam,1
Nizam,1
Noha,1
Nouha,1
Nora,1
Nour,1
Noor,1
Nouara,1
Nouhad,1
Nourallah,1
Nour elislam,1
Nourjahane,1
Nourelhaq,1
Norane,1
Nourane,1
Noria,1
Nouria,1
Nouriya,1
Nouha,1
Nourjahan,1
Noussayba,1
Nouzha,1
Nudhar,1
Nuha,1
Nusra,1
Laali,1
Labwa,1
Ladna,1
Ledna,1
Lafifa,1
Laela,1
Lahna,1
Lehna,1
Lena,1
Lalie,1
Laali,1
Laïtha,1
Layta,1
Lamaane,1
Lamha,1
Laouza,1
Lawza,1
Louza,1
Latifa,1
Layina,1
Laylak,1
Laymona,1
Lekbira,1
Létine,1
Leyal,1
Layal,1
Lila,1
Lilia,1
Line,1
Line,1
Lotfia,1
Louna,1
Lona,1
Louzia,1
Luwaysa,1
Louwaysa,1
Kabboura,1
Kabira,1
Kaceba,1
Kassaba,1
Kacema,1
Kadera,1
Kafia,1
Kafila,1
Khadima,1
Kahila,1
Kaïma,1
Kamila,1
Kamla,1
Kaneza,1
Karima,1
Kadhija,1
Kadhima,1
Kahla,1
Kahila,1
Kahina,1
Kamar,1
Kamal,1
Kamelia,1
Kamila,1
Kamil,1
Kaneza,1
Kaoussar,1
Karame,1
Karwana,1
karouana,1
Kassima,1
Kawkab,1
Kawtar,1
Kawtar,1
Kawthar,1
Kayrawan,1
Kerwan,1
Kaysara,1
Kazem,1
Kazema,1
Kasima,1
Kella,1
Keltoum,1
Kemila,1
Kenza,1
Khadouj,1
Khairiya,1
Khadra,1
Khalal,1
Khalfia,1
Khalissa,1
kalissa,1
Khaoula,1
Khatiba,1
Khatima,1
Khawda,1
Khawla,1
Kheira,1
Khaïra,1
Kheylae,1
Kheylane,1
Kheizran,1
Khira,1
Khitam,1
Khiyara,1
Khnata,1
Khouloud,1
Koumriya,1
Khouzama,1
Kida,1
Kifah,1
Kouma,1
Koumeil,1
Kounaiza,1
Maani,1
Mabrouka,1
Machaa,1
Machiha,1
Mada,1
Madaniya,1
Madania,1
Madiha,1
Maha,1
Mahabbah,1
Mahaba,1
Mahassine,1
Mahat,1
Mahbouba,1
Mahdia,1
Mahdiya,1
Mahira,1
Mahnour,1
Mahjouba,1
Mahroussa,1
Majida,1
Maïmana,1
Maïmouna,1
Makina,1
Mardiya,1
Maïssoun,1
Maysoun,1
Maïssa,1
Maïssam,1
Maissane,1
Maysan,1
Maissara,1
Maïza,1
Majda,1
Majdiya,1
Majdia,1
Majdae,1
Majdouline,1
Majeda,1
Majida,1
Malak,1
Malak,1
Malaïka,1
Malda,1
Maliha,1
Malika,1
Mamdouha,1
Mahmouda,1
Mamouna,1
Manaar,1
Manal,1
Manoua,1
Mariam,1
Meryem,1
Maryam,1
Maram,1
Marhama,1
Maroua,1
Marwa,1
Mardiya,1
Maria,1
Marjane,1
Marjana,1
Morjane,1
Mourjane,1
Marwa,1
Marwane,1
Marzouqa,1
Massaouda,1
Mawiya,1
Mawish,1
Mawhouba,1
Mawlouda,1
Mawlouda,1
Mayassa,1
Mayla,1
Maymana,1
Maysam,1
Maysan,1
Maysane,1
Maysoun,1
Mazaya,1
Mazeya,1
Maziya,1
Meghighda,1
Mejd,1
Mehar,1
Mehek,1
Meimouna,1
Ibana,1
Memoona,1
Meliha,1
Melya,1
Mellina,1
Messara,1
Meissoum,1
Mejda,1
Messaouda,1
Midad,1
Milouda,1
Mimouna,1
