allow_customer_reviews,attribute_1_global,attribute_1_name,attribute_1_values,attribute_1_visible,attribute_2_global,attribute_2_name,attribute_2_values,attribute_2_visible,backorders_allowed,button_text,categories,cross_sells,currency,date_sale_price_ends,date_sale_price_starts,description,download_1_URL,download_1_name,download_2_URL,download_2_name,download_expiry_days,download_limit,external_URL,grouped_products,height,images,in_stock,is_featured,length,meta__wpcom_is_markdown,name,parent,position,published,purchase_note,regular_price,sale_price,shipping_class,short_description,sku,sold_individually,stock,tags,tax_class,tax_status,upsells,url,visibility_in_catalog,weight,width
,,,,,,,,,,,Home > Cosmetica > Parfumerie > Auto geuren,,EUR,,,"     Merk               No reviews         ",,,,,,,,,,https://www.sunnahcenter.com/7299-large_default/boekkenlegger-deal-with-myself.jpg,1,,,,Boekkenlegger - Deal with myself,,,1,,None,1,,Voor degenen die ontzettend veel boeken kopen terwijl ze nog veel boeken hebben liggen die nog niet zijn gelezen.,4832,,,,,,,https://www.sunnahcenter.com/auto-geuren/4832-boekkenlegger-deal-with-myself.html,,,
,,,,,,,,,,,Home > Cosmetica > Haar Verzorging > Shampoo,,EUR,,,"     Merk   Dark and Lovely             No reviews         ",,,,,,,,,,https://www.sunnahcenter.com/6053-large_default/dark-and-lovely-3-in-1-shampoo-250ml.jpg,1,,,,Dark and Lovely 3 in 1 Shampoo 250ml,,,1,,None,6.49,,"3 in 1 shampoo features moisture Seal technology to 1) Purifies dirty scalp and hair (dirt, flakes, chemical residues…) 2) infuses moisture 3) detangles your hair. For all hair types - DAILY USE",4100,,,,,,,https://www.sunnahcenter.com/shampoo/4100-dark-and-lovely-3-in-1-shampoo-250ml.html,,,
,,,,,,,,,,,Home > Cosmetica > Verzorging > Zepen,,EUR,,,"   De African black soap is gemaakt van 50% shea butter 25% kokosolie en 25% palmpitolie. De African black soap zorgt voor een volledig natuurlijk reinigingsproces. Het kan gebruikt worden voor de handen, gezicht en lichaam maar natuurlijk ook als een effectieve shampoo! Onze African black soap verzacht bij huiduitslag, irritaties aan de hoofdhuid, eczeem en helpt bij een vette huid, droge huid, acne, puistjes en andere huidproblemen. De African black soap reinigt je gezicht grondig en hydrateert het tegelijkertijd. Onze African black soap is geschikt voor alle huidtypes.        Merk               No reviews         ",,,,,,,,,,https://www.sunnahcenter.com/6878-large_default/african-black-soap-zeep.jpg,1,,,,African black soap - Zeep,,,1,,None,8,,Merk: preciousskinbyus  Soort: Zeep,4706,,,,,,,https://www.sunnahcenter.com/zepen/4706-african-black-soap-zeep.html,,,
,,,,,,,,,,,Home > Boeken > Nederlandse boeken,,EUR,,,"     Merk   Hadieth Benelux             No reviews         ",,,,,,,,,,https://www.sunnahcenter.com/6722-large_default/salaam-baby-babydagboek-blauw.jpg,1,,,,Salaam Baby (babydagboek) blauw,,,1,,None,16.5,,Titelgegevens: Salaam Baby (babydagboek)  Uitgeverij: Hadieth Benelux  Uitvoering: Hardcover Pagina’s: 120,4600,,,,,,,https://www.sunnahcenter.com/nederlandse-islamboeken/4600-salaam-baby-babydagboek-blauw.html,,,
,,,,,,,,,,,Home > Cadeau & Decoratie > Feestartikelen > Baby (Aqiqah),,EUR,,,"     Merk   shop.hadieth             No reviews         ",,,,,,,,,,https://www.sunnahcenter.com/6721-large_default/salaam-baby-babydagboek.jpg,1,,,,Salaam Baby (babydagboek) roze,,,1,,None,16.5,,Titelgegevens: Salaam Baby (babydagboek)  Uitgeverij: Hadieth Benelux  Uitvoering: Hardcover Pagina’s: 120,4599,,,,,,,https://www.sunnahcenter.com/baby-aqiqah/4599-salaam-baby-babydagboek.html,,,
,,,,,,,,,,,Home > Cadeau & Decoratie > Feestartikelen > Hadj & Umrah,,EUR,,,"     Merk   Masli             No reviews         ",,,,,,,,,,https://www.sunnahcenter.com/6324-large_default/hajj-mabrur-letters-goud.jpg,1,,,,Hajj Mabrur Letters Goud,,,1,,None,7.5,,"Verwelkom uw familie leden met mooie Hajj slingers.   Hajj Mabrur  Ballon in Goud Afmeting: 35cm  Met Lint om ze op te kunnen hangen. ",4297,,,,,,,https://www.sunnahcenter.com/hadj-umrah/4297-hajj-mabrur-letters-goud.html,,,
,,,,,,,,,,,Home > Cadeau & Decoratie > Feestartikelen > Hadj & Umrah,,EUR,,,"   Materiaal: Natuurlatex conform speelgoedrichtlijn 2009/48/EC, DIN norm EN71-1 , EN71-2, EN71-3, EN71-9, EN71-12, getest door instituut SGS Fresenius Duitsland en conform REACH  Made in Europe        Merk   Masli             No reviews         ",,,,,,,,,,https://www.sunnahcenter.com/6325-large_default/ballon-umrah-goudzwart-10-stuks.jpg,1,,,,Ballon Umrah Goud/Zwart (10 stuks),,,1,,None,3.5,,verras u teruggekeerde familie leden met deze leuke ballonnen speciaal met een Umrah thema,4298,,,,,,,https://www.sunnahcenter.com/hadj-umrah/4298-ballon-umrah-goudzwart-10-stuks.html,,,
,,,,,,,,,,,Home > Cosmetica > Haar Verzorging > Haarbehandelingen,,EUR,,,"   Aunt Jackie's Girls Baby Girl Curls, Curling & Twisting Custard: natuurlijke krullen, spiralen en wendingen tot leven met tante Jackie's speciale ""anti-frizz"" formule. Deze vochtrijke vla geeft definitie aan krullen, golven, twee strengen wendingen, vlecht-outs, spoelen en vlechten.    Voordelen van het product:  - Anti-frizz formule helpt krullen, golven en wendingen blijven goed gedefinieerde en veerkrachtig.  - Verlengt en fives krullen langdurige definitie.  - Helpt verlaat haar gevoel super zacht aan zonder kleverige, knapperige gevoel!    Beschrijving:  Beste wanneer gebruikt op een schone, vochtige of handdoekdroog haar. Op dik, grof haar, van toepassing royaal aan delen van het haar, van aanzet tot punt. Gebruik minder op dunner haar en op droog haar. Kam voorzichtig door elke sectie. Stijl als gewenst. Voor een optimale verzorging, prep haar met Aunt Jackie's Girls Heads Up Hydraterende en verzachtende shampoo, Zacht en Sassy Super Duper Softening Conditioner, en Knot Havin 'Het Leave-In Moisturizing Detangler. Voor een hoofdhuid behandeling, probeer E-Blast Nourishing Hair and Scalp Remedy.    Ingrediënten:  Aqua, Propyleen Glycol, Polyquaternium-37, Propyleen Glycol / dicapraat, Butyrospermum Parkii Fruit, Glycerine, Glycine Soja Olie, Olea Europaea Fruit Oil, Cocos nucifera Olie, lanolineolie, Linum usitatissimum Seed Oil, Tocopherol, Cetyl Alcohol, Parfum, PPG -1 Trideceth-6, stearalkoniumchloride, Acrylamidopropyltrimonium Chloride / acrylamidecopolymeer, Dimethicone, Magnesium Nitraat, Alcohol, Dimethylstearamine, Methylchloroisothiazolinone, magnesiumchloride, Methylisothiazolinone, Hydrolyzed Quinoa, Citric Acid, TBHQ, Hexyl Cinammal, CI 17200        Merk               No reviews         ",,,,,,,,,,https://www.sunnahcenter.com/6636-large_default/aunt-jackie-s-girls-baby-girl-curls-curling-twisting-custard.jpg,1,,,,"Aunt Jackie's - Girls Baby Girl Curls, Curling & Twisting Custard",,,1,,None,6.99,,Merk: Aunt Jackie's  Inhoud: 426 gram  Soort: Custard,4538,,,,,,,https://www.sunnahcenter.com/haarbehandelingen/4538-aunt-jackie-s-girls-baby-girl-curls-curling-twisting-custard.html,,,
,,,,,,,,,,,Home > Cosmetica > Verzorging > Mondverzorging,,EUR,,,"   Neem tandpasta is vrij van fluoride en voorzien van biologische kruiden.               No reviews         ",,,,,,,,,,https://www.sunnahcenter.com/5117-large_default/neem-tanpasta.jpg,1,,,,Neem tandpasta,,,1,,None,6,,inhoud: 213 gram,3770,,,"biologische tandpasta,
                ",,,,https://www.sunnahcenter.com/mondverzorging/3770-neem-tanpasta.html,,,
,,,,,,,,,,,Home > Cosmetica > Haar Verzorging > Serums,,EUR,,,"   Shines & smoothes without heavy buildup for ultra sleek, sexy styles. Made with pure shea butter to replace vital moisture revealing stronger, healthier hair with a natural shine.  Great for: relaxed, natural, texturized, colored & permed hair.    Benefits:   Great for sleek, smooth styles  Prevents breakage & repairs split ends  Lightweight, non-tacky formula  Styling tip: For a reconstructive treatment, apply Massage a generous amount to damp, not wet, hair. Wrap hair in a warm, wet towel for 20 minutes. Remove wrap and comb through for even distribution. Do not rinse. Style as usual.     HOW TO USE  Apply to dry or damp hair beginning at the root and work toward ends. Comb through for even distribution. Do not rinse. Style as usual.        Merk               No reviews         ",,,,,,,,,,https://www.sunnahcenter.com/5720-large_default/super-shine-hair-silk.jpg,1,,,,Super Shine Hair Silk,,,1,,None,8.49,,Merk: Cantu Inhoud:a 180 ml,3930,,,"Shea Butter,
                ,cantu,
                ,super shine hair silk,
                ",,,,https://www.sunnahcenter.com/serums/3930-super-shine-hair-silk.html,,,
,,,,,,,,,,,Home,,EUR,,,"   Alle ALFAJR horloges & klokken kenmerken zich met voorgeprogrammeerde gebedstijden voor alle steden over de hele wereld.  Voor elk gebed kan een alarm in de vorm van een dubbel piepgeluid worden ingesteld, zodat deze met elke Adhaan afgaat. De gebedstijden voor ieder aankomend gebed worden automatisch gewijzigd en getoond op uw horloge. Met een blik weet u precies wanneer het volgende gebed aanbreekt!  HIJRI EN GREGORIAANSE DATUMAANDUIDING  Uw fajrhorloge geeft zowel de Gregoriaanse als de Hijri kalender aan. De Hijri kalender volgt de Gregoriaanse datum en is gebaseerd op de astronomische maan-waarneming in Mekka.  QIBLA RICHTING  De Qibla richting (ten opzichte van het noorden) kan worden weergegeven.  KORAN BOOKMARK  Deze functie wordt gebruikt om bij te houden bij welke soerah en vers-nummer u bent gebleven met het lezen van de Koran.  DAGELIJKS ALARM  In aanvulling op het alarm voor het gebed, kunnen twee standaard alarmen per dag worden ingesteld.  ANDERE EIGENSCHAPPEN  Twee talen: u kunt kiezen tussen de Arabische en Engelse taal.  Stop Watch  Daylight Saving Time-optie  Alarm volumeregeling  Batterij-indicator  Productspecificaties  Afmetingen: 30,6 x 40,8 mm  Gewicht: 52 g  Waterdicht: 5 ATM  Crystal FSTN LCD met blauwe EL achtergrondverlichting  Krasbestendig glas  Overige informatie  In de doos: Horloge, Gebruiksaanwijzing  Schaf dit horloge aan en investeer ook in een betere band met het gebed!        Merk   Al Fajr             No reviews         ",,,,,,,,,,"https://www.sunnahcenter.com/5221-medium_default/alfajr-wq-18-grijs.jpg,https://www.sunnahcenter.com/5223-medium_default/alfajr-wq-18-grijs.jpg,https://www.sunnahcenter.com/5221-large_default/alfajr-wq-18-grijs.jpg,https://www.sunnahcenter.com/5221-large_default/alfajr-wq-18-grijs.jpg,https://www.sunnahcenter.com/5223-large_default/alfajr-wq-18-grijs.jpg",1,,,,ALFAJR WQ-18 GRIJS,,,1,,None,100,,Merk: Al Fajr Horloge vorm: Rond  Model: WQ-18  Kleur: GRIJS Band Materiaal: Rubber Weergavetype: Digitaal,3821,,,,,,,https://www.sunnahcenter.com/3821-alfajr-wq-18-grijs.html,,,
,,,,,,,,,,,Home,,EUR,,,"   Alle ALFAJR horloges & klokken kenmerken zich met voorgeprogrammeerde gebedstijden voor alle steden over de hele wereld.  Voor elk gebed kan een alarm in de vorm van een dubbel piepgeluid worden ingesteld, zodat deze met elke Adhaan afgaat. De gebedstijden voor ieder aankomend gebed worden automatisch gewijzigd en getoond op uw horloge. Met een blik weet u precies wanneer het volgende gebed aanbreekt!  HIJRI EN GREGORIAANSE DATUMAANDUIDING  Uw fajrhorloge geeft zowel de Gregoriaanse als de Hijri kalender aan. De Hijri kalender volgt de Gregoriaanse datum en is gebaseerd op de astronomische maan-waarneming in Mekka.  QIBLA RICHTING  De Qibla richting (ten opzichte van het noorden) kan worden weergegeven.  KORAN BOOKMARK  Deze functie wordt gebruikt om bij te houden bij welke soerah en vers-nummer u bent gebleven met het lezen van de Koran.  DAGELIJKS ALARM  In aanvulling op het alarm voor het gebed, kunnen twee standaard alarmen per dag worden ingesteld.  ANDERE EIGENSCHAPPEN  Twee talen: u kunt kiezen tussen de Arabische en Engelse taal.  Stop Watch  Daylight Saving Time-optie  Alarm volumeregeling  Batterij-indicator  Productspecificaties  Afmetingen: 30,6 x 40,8 mm  Gewicht: 52 g  Waterdicht: 5 ATM  Crystal FSTN LCD met blauwe EL achtergrondverlichting  Krasbestendig glas  Overige informatie  In de doos: Horloge, Gebruiksaanwijzing  Schaf dit horloge aan en investeer ook in een betere band met het gebed!        Merk   Al Fajr             No reviews         ",,,,,,,,,,"https://www.sunnahcenter.com/5217-medium_default/alfajr-wq-18-zwart.jpg,https://www.sunnahcenter.com/5218-medium_default/alfajr-wq-18-zwart.jpg,https://www.sunnahcenter.com/5219-medium_default/alfajr-wq-18-zwart.jpg,https://www.sunnahcenter.com/5217-large_default/alfajr-wq-18-zwart.jpg,https://www.sunnahcenter.com/5217-large_default/alfajr-wq-18-zwart.jpg,https://www.sunnahcenter.com/5219-large_default/alfajr-wq-18-zwart.jpg",1,,,,ALFAJR WQ-18 ZWART,,,1,,None,100,,Merk: Al Fajr Horloge vorm: Rond  Model: WQ-18  Kleur: Zwart Band Materiaal: Rubber Weergavetype: Digitaal,3820,,,"prayer watch,
                ,alfar wq-18,
                ,alfajr horloge,
                ",,,,https://www.sunnahcenter.com/3820-alfajr-wq-18-zwart.html,,,
,,,,,,,,,,,Home > Cadeau & Decoratie > Islam & Wonen > Wandtapijt,,EUR,,,"            No reviews         ",,,,,,,,,,"https://www.sunnahcenter.com/6275-medium_default/wandtapijt-kaba-inclusief-lijst-large-el-hiba.jpg,https://www.sunnahcenter.com/6276-medium_default/wandtapijt-kaba-inclusief-lijst-large-el-hiba.jpg,https://www.sunnahcenter.com/6275-large_default/wandtapijt-kaba-inclusief-lijst-large-el-hiba.jpg,https://www.sunnahcenter.com/6275-large_default/wandtapijt-kaba-inclusief-lijst-large-el-hiba.jpg,https://www.sunnahcenter.com/6276-large_default/wandtapijt-kaba-inclusief-lijst-large-el-hiba.jpg",1,,,,Wandtapijt – Ka’ba inclusief lijst – Large – El Hiba,,,1,,None,124.95,,Een exclusief wandtapijt voor in huis of in kantoor! Op de tapijt is de deur van de Kaba geweven! Ook leuk om als cadeau te geven!  Gewicht: 3 Kilo  Formaat: 78×92 ×5 CM,4259,,,,,,,https://www.sunnahcenter.com/wandtapijt/4259-wandtapijt-kaba-inclusief-lijst-large-el-hiba.html,,,
,,,,,,,,,,,Home > Cadeau & Decoratie > Koraan > Koraanlamp,,EUR,,,"   Merk Naam: Wimi Use: Home Theatre, Portable Audio Player, Mobile Phone, Karaoke Player, Computer, Stage Special Feature: Wireless, Portable, Mini Product name: Muslim Quran speaker LED lamp Function: AUX, play music, remote control Feature: Perfect Sound, portable mini music speaker Material: Steel body with ABS               No reviews         ",,,,,,,,,,"https://www.sunnahcenter.com/5082-medium_default/koran-lamp-met-led-speakers.jpg,https://www.sunnahcenter.com/5083-medium_default/koran-lamp-met-led-speakers.jpg,https://www.sunnahcenter.com/5084-medium_default/koran-lamp-met-led-speakers.jpg,https://www.sunnahcenter.com/5085-medium_default/koran-lamp-met-led-speakers.jpg,https://www.sunnahcenter.com/5082-large_default/koran-lamp-met-led-speakers.jpg,https://www.sunnahcenter.com/5082-large_default/koran-lamp-met-led-speakers.jpg,https://www.sunnahcenter.com/5085-large_default/koran-lamp-met-led-speakers.jpg",1,,,,Koran lamp met LED speakers,,,1,,None,47.5,,inhoud: lamp + afstandsbediening 25 reciteurs,3739,,,,,,,https://www.sunnahcenter.com/koraanlamp/3739-koran-lamp-met-led-speakers.html,,,
,,,,,,,,,,,Home > Cadeau & Decoratie > Gebed > Adhan klokken,,EUR,,,"   Classic table clock suitable for all places, comes with DC jack and Full Screen Light   Worldwide Prayer times  Multiple Azan Sounds  Automatic Fajr Prayer Alarm  Full Screen Light  Hijri and Gregorian Calendars  Qibla Direction (Compass Included)                No reviews         ",,,,,,,,,,https://www.sunnahcenter.com/6734-large_default/al-fajr-ct-11.jpg,1,,,,Al fajr ct-11 azan klok,,,1,,None,55,,"Classic table clock suitable for all places, comes with DC jack and Full Screen Ligh",4605,,,,,,,https://www.sunnahcenter.com/adhan-klokken/4605-al-fajr-ct-11.html,,,
,,,,,,,,,,,Home > Cadeau & Decoratie > Gebed > Adhan klokken,,EUR,,,"   Islamitische Azan Klok met Qibla bepaling 2000 steden  In 2000 steden azantijden & de azantijden van de wereld  8 verschillende azanstemmen & doe’a (mekka, medina, egypte, al-aqsa, turkije, indonesië en marroko  Vijf gebedstijden op het scherm met volledige automatische azan  De richting van qibla  Hijra & gregoriaanse kalenders...  Temperatuur wordt aangegeven  Dagelijks alarm  Auto alarm  Snooze  Automatische zomertijd instelling  Shakelaar voor volume controle  Display verlichting               No reviews         ",,,,,,,,,,https://www.sunnahcenter.com/5101-large_default/islamitische-azan-klok-2000.jpg,1,,,,Islamitische Azan Klok 2000,,,1,,None,50,,,3753,,,"azan klok,
                ,islamitische klok,
                ",,,,https://www.sunnahcenter.com/adhan-klokken/3753-islamitische-azan-klok-2000.html,,,
,,,,,,,,,,,Home > Cadeau & Decoratie > Islam & Wonen > Mokken,,EUR,,,"     Merk               No reviews         ",,,,,,,,,,https://www.sunnahcenter.com/7263-large_default/blessed-mok.jpg,1,,,,Blessed - Mok,,,1,,None,7.5,,Soort: Koffie mok  Vaatwasser bestendig: Ja  Kleur mok: Wit  Tekst (bedrukt): Blessed!,4810,,,,,,,https://www.sunnahcenter.com/mokken/4810-blessed-mok.html,,,
,,,,,,,,,,,Home > Boeken > Nederlandse boeken > Kinderboeken NL,,EUR,,,"   De wassing is een belangrijke zaak in de Islaam, aangezien het gebed slechts verricht kan worden na de wassing. De wassing is een ritueel die de islam voorschrijft waarbij een aantal handelingen dienen te worden verricht in een juiste volgorde.  Dit boekje ondersteund hierin, door op een leuke en speelswijze een jong kind te leren de wassing te verrichten. Het boekje is educatief en verrassend ontworpen door leuke en simpele plaatjes met kleine stukjes tekst. Stap voor stap is alles weergegeven, om hiermee het kind te leren de wassing te verrichten.        Merk   Hadieth Benelux             No reviews         ",,,,,,,,,,"https://www.sunnahcenter.com/6651-medium_default/ik-leer-de-wassing-voor-jongens.jpg,https://www.sunnahcenter.com/6652-medium_default/ik-leer-de-wassing-voor-jongens.jpg,https://www.sunnahcenter.com/6651-large_default/ik-leer-de-wassing-voor-jongens.jpg,https://www.sunnahcenter.com/6651-large_default/ik-leer-de-wassing-voor-jongens.jpg,https://www.sunnahcenter.com/6652-large_default/ik-leer-de-wassing-voor-jongens.jpg",1,,,,Ik leer de wassing (VOOR JONGENS),,,1,,None,4,,,4551,,,,,,,https://www.sunnahcenter.com/kinderboeken-nl/4551-ik-leer-de-wassing-voor-jongens.html,,,
